CustomerID,Products0,Products1,Products2,Products3,Products4,PurchaseCount,PurchaseMin,PurchaseMax,PurchaseMean,PurchaseSum,Foreign
12374.0,114.72000000000001,613.21,0.0,0.0,15.0,33,5.04,120.0,22.513030303030305,742.9300000000001,1
12375.0,0.0,161.60000000000002,0.0,293.82,0.0,18,-2.08,62.400000000000006,25.301111111111112,455.42,1
12377.0,113.10000000000001,1274.42,26.1,0.0,214.5,77,5.04,80.0,21.144415584415583,1628.12,1
12378.0,540.83,2369.85,371.41,157.3,569.23,219,4.68,69.36,18.30420091324201,4008.62,1
12379.0,138.9,268.24,197.7,144.8,100.65,41,-1.95,76.19999999999999,20.738780487804878,850.29,1
12380.0,451.71000000000004,1135.4,282.05,728.7,122.69999999999999,105,-4.25,157.92000000000002,25.910095238095238,2720.56,1
12381.0,529.44,1114.78,0.0,20.8,138.94,91,-15.0,240.0,19.823736263736265,1803.96,1
12383.0,311.18,1205.8999999999999,102.84,5.04,214.35,100,-11.25,72.0,18.3931,1839.31,1
12384.0,104.98,333.38,68.1,20.8,38.9,30,-9.95,80.0,18.872,566.16,1
12386.0,17.700000000000003,384.2,0.0,0.0,0.0,10,17.700000000000003,75.0,40.19,401.9,1
12388.0,813.47,1804.66,0.0,0.0,162.53,100,9.36,81.36,27.8066,2780.66,1
12390.0,158.9,309.34000000000003,10.2,0.0,71.4,32,7.800000000000001,45.0,17.1825,549.84,1
12391.0,62.72,329.88,4.15,27.89,36.25,100,0.83,29.5,4.6089,460.89,1
12393.0,193.2,476.40000000000003,147.1,559.5,206.40000000000003,64,10.2,141.60000000000002,24.728125000000002,1582.6000000000001,1
12394.0,749.3,391.44,43.839999999999996,0.0,87.9,27,6.8,266.24,47.12888888888889,1272.48,1
12395.0,616.9,1398.02,124.46000000000001,263.25,595.65,159,-14.850000000000001,76.5,18.857106918238994,2998.28,1
12397.0,582.6700000000001,1334.59,16.5,136.8,339.34000000000003,126,5.04,127.5,19.126190476190477,2409.9,1
12398.0,313.84000000000003,931.2,98.89999999999999,66.6,225.12,85,6.64,200.0,19.24305882352941,1635.6599999999999,1
12399.0,412.96000000000004,343.95,132.4,113.38,105.96,59,8.4,70.2,18.790677966101697,1108.65,1
12401.0,0.0,73.35,10.95,0.0,0.0,5,10.95,25.5,16.86,84.3,1
12402.0,53.10000000000001,51.599999999999994,0.0,97.5,23.4,11,9.899999999999999,35.400000000000006,20.509090909090908,225.6,1
12403.0,0.0,409.7,0.0,0.0,0.0,6,-18.0,166.0,68.28333333333333,409.7,1
12405.0,367.65000000000003,1098.57,79.5,24.75,139.92000000000002,54,9.959999999999999,320.0,31.67388888888889,1710.39,1
12406.0,618.62,2032.0800000000002,120.0,235.75,274.3,108,-59.8,145.0,30.377314814814813,3280.75,1
12407.0,498.78000000000003,1157.59,51.75,0.0,0.0,77,2.88,90.0,22.183376623376624,1708.1200000000001,1
12408.0,478.7,1286.94,55.2,374.17,647.56,113,-15.0,122.39999999999999,25.155486725663717,2842.57,1
12409.0,2564.2799999999997,6710.91,748.52,680.0,353.22,114,-4.95,300.0,96.99061403508772,11056.93,1
12410.0,80.28,496.45,31.8,0.0,72.55,28,-8.5,160.0,24.32428571428571,681.0799999999999,1
12412.0,133.68,746.88,12.600000000000001,23.400000000000002,310.32000000000005,61,5.04,50.400000000000006,20.112786885245903,1226.88,1
12413.0,171.95000000000002,196.20000000000002,195.55,67.75,62.7,40,-54.0,54.0,17.353749999999998,694.15,1
12414.0,13.200000000000001,518.01,31.200000000000003,0.0,0.0,18,7.56,79.2,31.244999999999997,562.41,1
12415.0,28820.420000000002,66786.27,6034.04,5593.8,16490.92,778,-425.0,1718.4,159.0301413881748,123725.45,1
12417.0,513.69,2355.46,111.6,74.7,523.35,198,-19.95,84.0,18.074747474747475,3578.8,1
12418.0,217.6,436.23,0.0,0.0,14.75,34,5.04,68.0,19.664117647058823,668.58,1
12420.0,106.65,407.94,31.8,0.0,54.0,29,10.08,39.8,20.70310344827586,600.39,1
12421.0,75.9,619.67,0.0,33.0,77.7,46,-0.77,56.0,17.527608695652173,806.27,1
12422.0,57.9,374.46000000000004,25.25,345.95,0.0,39,8.5,120.0,20.604102564102565,803.5600000000001,1
12423.0,310.11,1053.79,195.41,136.1,153.7,126,-10.2,45.0,14.67547619047619,1849.11,1
12424.0,296.79,1375.67,0.0,0.0,88.5,30,9.899999999999999,306.0,58.69866666666667,1760.96,1
12425.0,192.45,342.05,123.60000000000001,103.8,15.299999999999999,36,8.5,70.80000000000001,21.58888888888889,777.2,1
12426.0,98.4,404.83,32.7,0.0,46.8,30,2.5,72.0,19.424333333333333,582.73,1
12427.0,257.15999999999997,434.71000000000004,0.0,0.0,16.5,35,-60.48,68.0,20.239142857142856,708.37,1
12428.0,1004.89,5087.12,637.1800000000001,574.0500000000001,573.96,300,-40.0,551.2,26.25733333333333,7877.2,1
12429.0,659.8000000000001,2859.9,0.0,33.0,197.7,97,4.68,183.60000000000002,38.66391752577319,3750.4,1
12430.0,82.2,126.4,0.0,0.0,47.8,11,9.959999999999999,47.8,23.30909090909091,256.4,1
12431.0,833.95,3579.62,369.57,366.1,1267.1499999999999,240,-38.160000000000004,601.44,26.734958333333335,6416.39,1
12432.0,822.2,3475.8,326.40000000000003,126.1,308.82000000000005,108,4.68,700.0,46.845555555555556,5059.32,1
12433.0,1748.22,9549.77,565.84,0.0,1512.04,420,2.88,203.52,31.847309523809525,13375.87,1
12434.0,156.45,533.34,54.0,0.0,21.4,54,-13.2,47.6,14.170185185185186,765.19,1
12435.0,1843.8,4060.59,0.0,436.0,1489.5,36,39.0,428.40000000000003,217.49694444444447,7829.89,1
12436.0,147.9,361.11,0.0,0.0,0.0,16,12.600000000000001,80.0,31.813125,509.01,1
12437.0,747.94,3109.5299999999997,307.25,114.0,617.9399999999999,201,-54.75,131.39999999999998,24.36149253731343,4896.66,1
12438.0,682.4200000000001,1873.1100000000001,35.9,49.42,266.0,98,2.88,320.0,29.66173469387755,2906.85,1
12441.0,15.0,158.55,0.0,0.0,0.0,11,10.5,23.25,15.77727272727273,173.55,1
12442.0,17.4,97.30000000000001,9.36,0.0,48.0,12,4.68,30.0,14.338333333333333,172.06,1
12444.0,477.5,4181.18,0.0,10.2,336.58,177,0.0,320.0,28.27943502824859,5005.46,1
12445.0,0.0,133.4,0.0,0.0,0.0,4,17.4,56.0,33.35,133.4,1
12446.0,202.38,486.56,115.67,96.6,101.1,58,0.0,38.25,17.281206896551726,1002.3100000000001,1
12447.0,55.2,209.07,145.92,19.5,46.8,26,6.8,45.0,18.326538461538462,476.49,1
12448.0,60.6,319.55,30.599999999999998,0.0,38.699999999999996,22,4.5600000000000005,84.0,20.429545454545455,449.45,1
12449.0,670.0600000000001,2315.38,239.95000000000002,146.3,695.6,191,4.32,165.0,21.294712041884818,4067.29,1
12450.0,49.92,65.46,0.0,82.5,0.0,8,9.959999999999999,66.0,24.735,197.88,1
12451.0,1111.95,4715.38,993.07,999.1,1114.02,355,-102.0,244.79999999999998,25.164845070422537,8933.52,1
12452.0,10.4,400.32,0.0,0.0,17.85,23,-2.0,80.0,18.633478260869566,428.57,1
12453.0,148.2,340.89,48.5,52.2,117.3,43,9.9,30.0,16.443953488372095,707.09,1
12454.0,0.0,-5.684341886080802e-14,0.0,0.0,0.0,30,-417.5,417.5,1.8947806286936005e-15,5.684341886080802e-14,1
12455.0,188.9,1977.79,104.62,132.7,62.85,90,6.8,158.4,27.409555555555556,2466.86,1
12456.0,302.18,2670.58,40.800000000000004,14.75,125.58,129,-11.6,280.0,24.44875968992248,3153.89,1
12457.0,320.55,1225.58,0.0,212.0,159.64999999999998,68,-196.35,196.35,28.20264705882353,1917.78,1
12458.0,120.30000000000001,514.5,10.2,165.0,137.4,38,9.899999999999999,80.0,24.931578947368422,947.4,1
12461.0,31.85,712.23,47.7,0.0,35.1,35,4.5600000000000005,200.0,23.62514285714286,826.88,1
12462.0,0.0,1059.1,9.95,0.0,54.96,72,-11.56,168.0,15.61125,1124.01,1
12463.0,201.8,714.4499999999999,43.2,101.3,242.88,88,-19.799999999999997,36.0,14.813977272727273,1303.63,1
12464.0,0.0,698.05,0.0,0.0,514.0,29,15.0,119.6,41.79482758620689,1212.05,1
12465.0,218.15,366.28999999999996,52.150000000000006,34.0,63.3,51,-4.95,40.8,14.39,733.89,1
12468.0,237.05000000000004,365.29,27.3,46.75,47.65,40,-2.95,70.80000000000001,18.101000000000003,724.0400000000001,1
12471.0,3484.44,13210.89,-4.550000000000001,200.85,1849.29,531,-229.95,876.0,35.29363465160075,18740.92,1
12472.0,962.5500000000001,3875.5099999999998,203.47,298.64,889.31,391,-25.5,126.0,15.932173913043478,6229.48,1
12473.0,415.8,1916.3799999999999,96.4,291.8,127.85,179,-549.34,549.34,15.911899441340783,2848.23,1
12474.0,1296.42,4270.28,405.75,381.68,762.3399999999999,457,-51.0,72.0,15.572144420131291,7116.47,1
12475.0,65.45,437.53,125.80000000000001,46.3,48.300000000000004,36,4.0,54.0,20.093888888888888,723.38,1
12476.0,759.39,5324.71,60.5,144.4,257.58,264,-24.75,198.0,24.797651515151514,6546.58,1
12477.0,2499.75,6893.62,1589.7,157.45,1976.49,308,-70.8,390.0,42.58769480519481,13117.01,1
12478.0,137.15,417.39,59.1,49.5,17.85,36,5.04,135.0,18.91638888888889,680.99,1
12479.0,208.09,180.56,40.05,0.0,48.599999999999994,35,-20.0,54.0,13.637142857142857,477.3,1
12480.0,532.69,1931.3,90.1,229.04,498.49999999999994,154,2.5,316.79999999999995,21.309285714285714,3281.63,1
12481.0,967.96,3753.7799999999997,19.560000000000002,477.1,372.46,218,-5.46,144.0,25.646146788990823,5590.86,1
12483.0,210.00000000000003,1776.67,42.0,66.5,231.95999999999998,81,-80.0,200.0,28.73,2327.13,1
12484.0,518.92,3311.2200000000003,117.55,381.63,165.95,350,-25.5,196.0,12.843628571428573,4495.27,1
12488.0,355.35,751.0600000000001,66.55,16.5,109.19999999999999,55,4.5600000000000005,84.75,23.612000000000002,1298.66,1
12489.0,101.65,144.18,48.74999999999999,40.349999999999994,0.0,15,9.899999999999999,36.0,22.328666666666667,334.93,1
12490.0,771.39,2435.68,614.86,879.9,716.1,245,4.5600000000000005,171.84,22.114,5417.93,1
12491.0,67.95,316.70000000000005,8.5,17.0,50.25,26,8.5,46.800000000000004,17.70769230769231,460.40000000000003,1
12492.0,17.700000000000003,161.61,23.5,37.0,23.4,20,5.04,23.4,13.160500000000003,263.21000000000004,1
12493.0,0.0,174.64,16.5,225.65,0.0,23,-16.95,36.0,18.121304347826086,416.79,1
12494.0,181.20000000000002,694.4,129.15,125.75,8.850000000000001,84,-39.8,39.8,13.563690476190478,1139.3500000000001,1
12497.0,0.0,453.0,230.10000000000002,0.0,360.0,14,20.4,177.60000000000002,74.50714285714285,1043.1,1
12498.0,0.0,278.0,0.0,108.0,17.700000000000003,23,8.5,36.0,17.55217391304348,403.70000000000005,1
12500.0,38.4,3680.15,20.8,20.8,446.12,65,-18.0,624.0,64.71184615384617,4206.27,1
12501.0,371.23,1098.97,351.14,46.25,222.09,160,-30.0,144.0,13.0605,2089.68,1
12502.0,132.85,3080.4700000000003,74.65,46.5,389.4,147,4.2,196.0,25.332448979591835,3723.87,1
12503.0,0.0,-1126.0,0.0,0.0,0.0,1,-1126.0,-1126.0,-1126.0,-1126.0,1
12504.0,0.0,114.0,0.0,0.0,0.0,15,-131.39999999999998,131.39999999999998,7.6,114.0,1
12505.0,0.0,-4.5,0.0,0.0,0.0,1,-4.5,-4.5,-4.5,-4.5,1
12506.0,24.65,40.9,0.0,0.0,7.95,23,0.85,7.95,3.1956521739130435,73.5,1
12507.0,818.5,439.56,0.0,0.0,0.0,23,-46.75,208.79999999999998,54.69826086956522,1258.06,1
12508.0,81.6,280.62,7.5,4.25,24.3,69,0.39,20.23,5.772028985507246,398.27,1
12509.0,34.0,117.0,0.0,25.5,0.0,7,8.5,49.5,25.214285714285715,176.5,1
12510.0,0.0,707.5699999999999,122.99999999999999,69.5,82.5,33,8.5,162.72,29.774848484848484,982.5699999999999,1
12512.0,22.4,88.38,22.4,0.0,4.85,34,0.95,10.5,4.059705882352941,138.03,1
12513.0,84.24,282.15,10.2,149.6,60.599999999999994,36,-25.5,54.0,16.299722222222222,586.79,1
12514.0,154.6,459.68,25.0,166.7,211.7,51,8.5,59.699999999999996,19.954509803921567,1017.68,1
12515.0,64.65,319.05,0.0,0.0,0.0,16,9.0,105.0,23.98125,383.7,1
12516.0,34.2,254.16,355.4,668.3,0.0,26,7.800000000000001,104.0,50.46384615384615,1312.06,1
12517.0,476.99,1373.79,219.85,255.28,138.98,286,-19.799999999999997,90.0,8.618496503496504,2464.89,1
12518.0,375.35,1468.6200000000001,13.52,0.0,199.39999999999998,124,5.04,54.0,16.58782258064516,2056.89,1
12519.0,30.900000000000006,208.94,35.6,0.0,65.39999999999999,18,10.0,54.0,18.935555555555553,340.84,1
12520.0,478.03000000000003,1513.77,272.11,0.0,318.59999999999997,155,-25.5,90.0,16.66135483870968,2582.51,1
12521.0,32.4,377.64,20.8,133.3,35.54,38,5.04,54.0,15.781052631578946,599.68,1
12522.0,35.040000000000006,137.68,20.0,0.0,0.0,12,4.0,20.0,16.06,192.72,1
12523.0,229.20000000000002,1213.12,191.25,0.0,112.0,110,-25.0,39.6,15.868818181818181,1745.57,1
12524.0,708.78,2011.3799999999999,170.47,424.75,1170.34,144,2.88,152.64000000000001,31.150833333333335,4485.72,1
12526.0,276.99,538.8199999999999,99.45,187.1,214.29999999999998,71,4.68,72.0,18.54450704225352,1316.66,1
12527.0,44.10000000000001,215.59000000000003,8.5,35.58,44.94,18,5.04,50.400000000000006,19.37277777777778,348.71000000000004,1
12528.0,191.55,1435.28,117.45,0.0,178.0,95,-5.0,59.400000000000006,20.234526315789473,1922.28,1
12530.0,99.47999999999999,717.6500000000001,235.70000000000002,495.40000000000003,75.4,68,-20.8,139.8,23.876911764705884,1623.63,1
12531.0,20.15,60.11,0.0,34.11,10.85,17,0.85,29.95,7.365882352941177,125.22,1
12532.0,67.5,212.31,0.0,0.0,70.02000000000001,16,9.36,45.0,21.864375000000003,349.83000000000004,1
12534.0,104.6,879.3299999999999,35.5,27.0,42.75,63,6.8,108.0,17.28857142857143,1089.18,1
12535.0,104.7,538.55,56.099999999999994,0.0,17.0,34,10.2,44.550000000000004,21.069117647058825,716.35,1
12536.0,940.85,2146.1700000000014,307.92,179.84,532.04,273,-8322.12,4161.06,15.043296703296702,4106.82,1
12538.0,109.65,228.32,15.9,0.0,10.08,21,5.04,39.8,17.33095238095238,363.95,1
12539.0,1015.1999999999999,1890.1200000000001,181.20000000000002,159.4,606.5799999999999,274,-1715.85,178.5,14.06021897810219,3852.5,1
12540.0,1688.55,9442.039999999999,418.05,119.78999999999999,1640.61,481,-65.69999999999999,224.0,27.669521829521827,13309.039999999999,1
12541.0,243.22,470.22,127.34,19.5,120.9,52,6.64,84.0,18.868846153846153,981.18,1
12544.0,50.74,289.96000000000004,0.0,0.0,15.0,20,-17.0,56.0,17.785,355.7,1
12545.0,258.0,698.35,0.0,0.0,44.04,50,10.2,84.0,20.0078,1000.39,1
12546.0,152.16,857.0400000000001,30.0,50.5,51.8,70,-20.0,84.0,16.307142857142857,1141.5,1
12547.0,0.0,167.0,20.4,0.0,20.4,8,20.4,30.599999999999998,25.974999999999998,207.79999999999998,1
12548.0,67.19999999999999,28.0,0.0,0.0,0.0,5,15.0,28.0,19.04,95.19999999999999,1
12550.0,176.34,634.14,25.650000000000002,66.6,62.099999999999994,57,4.5600000000000005,140.0,16.92684210526316,964.83,1
12551.0,0.0,0.0,32.0,136.0,0.0,10,12.5,19.5,16.8,168.0,1
12552.0,58.05,260.37,49.5,0.0,69.9,20,9.95,120.0,21.891,437.82,1
12553.0,268.55,1812.77,606.5,560.9,403.53,196,-19.799999999999997,108.0,18.633928571428573,3652.25,1
12556.0,31.49,475.1,20.15,5.43,71.54,121,0.29,23.6,4.989338842975207,603.71,1
12557.0,2928.96,5562.5599999999995,1452.44,2047.0,0.0,33,27.2,1350.0,363.36242424242425,11990.960000000001,1
12558.0,0.0,-3.552713678800501e-15,0.0,0.0,0.0,22,-74.88,74.88,4.844609562000683e-16,1.0658141036401503e-14,1
12559.0,201.25,288.46000000000004,0.0,15.299999999999999,31.2,22,-25.5,106.2,24.37318181818182,536.21,1
12560.0,375.59000000000003,1447.4,37.7,74.6,166.1,111,-10.08,144.0,18.93144144144144,2101.39,1
12561.0,37.2,127.55000000000001,40.2,0.0,33.9,16,10.2,23.6,14.928125,238.85,1
12562.0,354.25,1615.21,173.7,1206.1,432.48,168,5.04,171.84,22.510357142857146,3781.7400000000002,1
12564.0,125.85,188.55,15.9,33.0,93.6,21,15.9,54.0,21.757142857142856,456.9,1
12565.0,0.0,131.17,0.0,0.0,0.0,10,-14.75,19.799999999999997,13.116999999999999,131.17,1
12566.0,69.5,234.7,12.5,0.0,30.0,20,-4.95,54.0,17.335,346.7,1
12567.0,1157.06,5407.57,644.33,804.2,1101.78,463,-33.0,171.8,19.686695464362852,9114.94,1
12569.0,388.68,2925.51,166.86,67.5,516.44,191,-23.700000000000003,126.0,21.282670157068065,4064.9900000000002,1
12571.0,138.81,207.5,40.4,32.1,100.8,34,6.84,30.0,15.28264705882353,519.61,1
12572.0,93.78,797.4,48.8,14.850000000000001,49.89,62,-12.75,54.0,16.205161290322582,1004.72,1
12573.0,0.0,149.59,10.95,0.0,0.0,28,0.42,35.400000000000006,5.733571428571429,160.54000000000002,1
12574.0,29.85,170.9,0.0,0.0,17.700000000000003,11,14.850000000000001,36.0,19.85909090909091,218.45,1
12576.0,181.0,1042.33,25.0,0.0,58.65,89,-8.850000000000001,34.8,14.685168539325844,1306.98,1
12577.0,47.52,498.05,2.3899999999999997,24.38,23.06,148,-62.400000000000006,31.200000000000003,4.022972972972973,595.4,1
12578.0,330.96000000000004,1896.0900000000001,91.65,84.68,349.98,120,-11.25,196.0,22.944666666666667,2753.36,1
12579.0,0.0,275.42,78.6,39.0,17.700000000000003,31,-18.0,54.0,13.249032258064517,410.72,1
12580.0,0.0,313.4,0.0,102.3,0.0,24,8.5,36.0,17.320833333333333,415.7,1
12581.0,62.7,114.86,0.0,0.0,20.15,15,7.9,19.799999999999997,13.180666666666667,197.71,1
12582.0,134.42000000000002,310.9,47.32,0.0,18.72,22,10.0,120.0,23.243636363636366,511.36,1
12583.0,1439.34,4208.56,456.82,84.7,997.92,251,-60.839999999999996,132.8,28.634820717131475,7187.34,1
12584.0,395.8,1284.15,24.95,0.0,189.05,126,-89.55,91.80000000000001,15.031349206349207,1893.95,1
12585.0,435.4,1482.41,0.0,0.0,65.0,97,-17.0,138.24,20.441340206185565,1982.81,1
12586.0,84.36000000000001,59.88,0.0,0.0,35.7,12,-17.0,33.2,14.995000000000003,179.94000000000003,1
12587.0,0.0,40.0,0.0,104.0,0.0,4,20.8,41.6,36.0,144.0,1
12588.0,14.850000000000001,167.2,32.849999999999994,0.0,0.0,10,10.2,40.0,21.49,214.89999999999998,1
12589.0,146.28,423.5,0.0,0.0,76.9,35,6.64,54.0,18.47657142857143,646.68,1
12590.0,1558.46,5134.5,1379.4,847.62,941.4,70,-1.44,523.0,140.87685714285712,9861.38,1
12591.0,77.1,333.0,0.0,14.850000000000001,27.900000000000002,26,9.899999999999999,84.0,17.41730769230769,452.84999999999997,1
12592.0,0.0,59.4,25.5,282.5,70.19999999999999,18,8.5,33.0,24.311111111111114,437.6,1
12593.0,0.0,96.5,0.0,165.0,156.6,21,10.5,39.5,19.909523809523808,418.09999999999997,1
12594.0,423.45000000000005,1902.46,114.46000000000001,817.0,62.849999999999994,119,-18.0,85.92,27.901008403361345,3320.2200000000003,1
12596.0,78.60000000000001,456.58,0.0,5.04,78.05,27,3.3600000000000003,112.0,22.898888888888887,618.27,1
12597.0,487.64,2799.99,72.4,165.0,158.1,214,-21.9,280.0,17.21088785046729,3683.13,1
12598.0,522.29,1776.8899999999999,186.8,264.4,252.29999999999998,133,-20.4,108.0,22.57654135338346,3002.68,1
12599.0,68.0,474.58,287.8,0.0,202.2,62,7.800000000000001,60.0,16.654516129032256,1032.58,1
12600.0,28.92,886.27,832.1500000000001,153.9,679.8000000000001,65,-18.0,237.60000000000002,39.70830769230769,2581.04,1
12601.0,93.0,476.56,0.0,0.0,0.0,29,-7.5,75.60000000000001,19.64,569.5600000000001,1
12602.0,20.8,108.42,0.0,0.0,23.9,12,8.4,23.9,12.76,153.12,1
12603.0,0.0,739.1999999999999,0.0,0.0,0.0,3,0.0,613.1999999999999,246.39999999999998,739.1999999999999,1
12604.0,112.58,126.0,15.600000000000001,0.0,0.0,16,6.64,30.0,15.88625,254.18,1
12605.0,-3.3,-4.2,0.0,0.0,0.0,3,-4.2,-1.65,-2.5,-7.5,1
12607.0,-6.217248937900877e-15,0.0,-1.7763568394002505e-15,0.0,0.0,202,-39.6,39.6,1.75876914792104e-17,3.552713678800501e-15,1
12609.0,126.60000000000001,810.88,17.85,71.5,100.02,60,4.5600000000000005,90.0,18.78083333333333,1126.85,1
12610.0,297.5,1518.95,74.35,33.0,134.19,111,-25.5,160.0,18.54045045045045,2057.99,1
12611.0,316.53000000000003,707.14,56.26,13.5,99.89,65,5.04,144.0,18.35876923076923,1193.32,1
12612.0,0.0,521.64,0.0,0.0,121.95000000000002,21,-48.65,62.550000000000004,30.64714285714286,643.59,1
12613.0,729.3800000000001,1682.55,111.80000000000001,284.7,410.54999999999995,163,-43.8,126.0,19.748343558282208,3218.98,1
12614.0,39.8,194.2,0.0,0.0,81.6,20,9.95,22.95,15.780000000000001,315.6,1
12615.0,256.8,1317.35,282.6,150.64000000000001,283.8,105,5.04,171.84,21.820857142857143,2291.19,1
12616.0,90.10000000000001,407.5,136.25,0.0,23.4,36,-29.849999999999998,63.6,18.256944444444443,657.25,1
12617.0,42.65,279.87,25.0,2.91,5.1,42,0.85,28.900000000000002,8.465,355.53,1
12618.0,29.700000000000003,114.00999999999999,15.9,0.0,17.700000000000003,11,9.959999999999999,40.0,16.11909090909091,177.31,1
12619.0,1736.8,1445.16,32.849999999999994,0.0,0.0,95,-389.68,389.68,33.840105263157895,3214.81,1
12620.0,126.44,815.35,192.8,131.5,73.32,92,4.5600000000000005,40.0,14.558804347826088,1339.41,1
12621.0,2858.2400000000002,7618.67,286.65,1576.33,1272.18,474,-17.700000000000003,350.4,28.717447257383967,13612.07,1
12622.0,49.949999999999996,109.35,0.0,20.8,0.0,11,10.2,25.5,16.37272727272727,180.1,1
12623.0,37.5,115.6,40.5,56.0,55.5,18,6.8,39.0,16.950000000000003,305.1,1
12624.0,61.05,384.4,63.2,37.08,95.4,38,5.04,36.0,16.87184210526316,641.13,1
12625.0,329.70000000000005,1942.62,0.0,144.9,197.1,91,-39.599999999999994,175.2,28.72879120879121,2614.32,1
12626.0,1247.76,3373.49,311.01,676.35,779.74,307,-68.0,144.0,20.808957654723127,6388.35,1
12627.0,376.65000000000003,2396.1,327.31,977.4,401.07,230,4.0,108.0,19.47186956521739,4478.53,1
12628.0,206.15,482.76,10.5,70.2,0.0,43,-11.9,50.0,17.897906976744185,769.61,1
12630.0,122.56,1005.6700000000001,22.7,23.2,96.75000000000001,64,6.959999999999999,120.0,19.8575,1270.88,1
12631.0,88.5,473.2,52.2,0.0,26.599999999999998,31,6.8,160.0,20.661290322580644,640.5,1
12633.0,345.16,1121.54,176.61,199.05,298.27,103,-20.8,214.20000000000002,20.782815533980585,2140.63,1
12635.0,326.09000000000003,1206.76,21.15,82.1,53.08,101,2.88,126.0,16.724554455445546,1689.18,1
12637.0,736.66,3130.64,432.14,904.61,749.1999999999999,394,-54.0,108.0,15.10977157360406,5953.25,1
12638.0,84.34,539.75,0.0,0.0,47.6,39,5.04,160.0,17.222820512820515,671.69,1
12639.0,80.65,317.85,24.3,33.0,30.299999999999997,22,7.800000000000001,120.0,22.095454545454547,486.1,1
12640.0,32.4,834.46,76.8,45.34,185.58,53,5.04,90.0,22.16188679245283,1174.58,1
12641.0,13.200000000000001,145.2,10.5,17.0,0.0,10,10.5,40.0,18.59,185.9,1
12642.0,257.79,601.83,49.239999999999995,13.5,90.9,47,4.68,93.6,21.558723404255318,1013.26,1
12643.0,131.04,3010.08,203.52,0.0,0.0,24,2.0,835.1999999999999,139.35999999999999,3344.64,1
12644.0,204.53,206.6,21.840000000000003,0.0,44.94,31,6.64,30.0,15.416451612903227,477.91,1
12645.0,614.6400000000001,728.3399999999999,15.299999999999999,280.7,116.39999999999999,74,-19.799999999999997,70.80000000000001,23.721351351351352,1755.38,1
12646.0,451.06,695.27,140.64000000000001,0.0,60.0,45,10.4,81.36,29.932666666666666,1346.97,1
12647.0,412.27,1754.95,465.05,74.6,963.05,128,-17.0,139.2,28.67125,3669.92,1
12648.0,26.7,202.76000000000002,43.839999999999996,44.75,0.0,21,6.8,44.75,15.145238095238096,318.05,1
12649.0,150.24,296.27,0.0,0.0,157.2,33,-9.899999999999999,70.80000000000001,18.294242424242427,603.71,1
